x	y	intensity	err intensity	velocity	err velocity	FWHM	err FWHM	rms	redchisq	resid
-10.143	24.56	0.74	0.06	46.59	0.03	0.7	0.08	0.09	0.72	0.08
-8.174	28.5	0.66	0.04	46.67	0.02	0.58	0.06	0.06	1.57	0.07
-8.174	30.47	0.64	0.04	46.72	0.01	0.59	0.04	0.04	3.27	0.07
-10.143	28.5	0.36	0.07	46.75	0.08	0.54	0.15	0.07	1.9	0.09
-6.206	30.47	1.18	0.04	46.63	0.01	0.46	0.02	0.05	2.15	0.06
-6.206	38.35	1.16	0.04	46.6	0.02	0.81	0.04	0.06	1.16	0.06
-2.268	28.5	0.99	0.05	46.67	0.02	0.66	0.04	0.08	0.84	0.07
-2.268	26.53	1.06	0.05	46.67	0.02	0.81	0.04	0.08	1.0	0.07
-2.268	24.56	0.99	0.03	46.67	0.01	1.02	0.04	0.05	2.14	0.07
-0.3	28.5	0.79	0.04	46.58	0.02	0.8	0.06	0.07	0.98	0.06
1.669	30.47	0.57	0.03	46.56	0.04	0.79	0.07	0.04	2.16	0.06
1.669	28.5	0.74	0.03	46.45	0.04	0.94	0.08	0.05	1.37	0.06
-0.3	26.53	0.52	0.11	46.6	0.05	0.64	0.14	0.07	1.01	0.07
-10.143	26.53	0.48	0.06	46.52	0.07	0.77	0.15	0.1	0.9	0.09
-12.111	22.59	0.71	0.03	46.49	0.02	0.87	0.05	0.05	1.7	0.06
-12.111	24.56	0.67	0.05	46.44	0.03	0.81	0.08	0.09	0.69	0.07
-12.111	20.62	0.57	0.04	46.68	0.05	0.67	0.09	0.04	1.9	0.06
-14.08	34.41	0.35	0.07	46.95	0.04	0.5	0.12	0.08	1.28	0.08
-19.986	52.14	0.31	0.1	46.69	0.05	0.31	0.13	0.1	0.83	0.08
-4.237	38.35	0.94	0.02	46.41	0.03	0.95	0.05	0.04	2.55	0.06
7.575	38.35	0.31	0.06	46.64	0.1	0.61	0.22	0.08	1.12	0.08
-16.048	34.41	0.26	0.06	46.91	0.07	0.54	0.17	0.08	1.15	0.08
