x	y	intensity	err intensity	velocity	err velocity	FWHM	err FWHM	rms	redchisq	resid
5.606	-48.33	1.18	0.05	45.49	0.02	0.85	0.04	0.08	1.31	0.09
3.637	-42.42	1.16	0.04	45.51	0.01	0.72	0.03	0.06	1.05	0.06
-0.3	-48.33	1.15	0.04	45.53	0.01	0.67	0.03	0.06	1.45	0.07
-2.268	-52.27	1.12	0.04	45.58	0.01	0.82	0.03	0.06	1.23	0.07
1.669	-36.51	1.11	0.02	45.48	0.01	1.15	0.02	0.03	3.1	0.06
1.669	-46.36	1.1	0.04	45.42	0.01	0.73	0.03	0.06	1.64	0.08
1.669	-24.69	1.05	0.03	45.44	0.02	1.53	0.05	0.06	4.05	0.12
-2.268	-54.24	1.05	0.05	45.53	0.02	0.88	0.04	0.08	0.98	0.08
9.543	-34.54	1.03	0.04	45.64	0.02	0.9	0.04	0.07	1.2	0.08
7.575	-42.42	1.02	0.05	45.62	0.02	0.79	0.04	0.08	1.0	0.08
-2.268	-50.3	1.01	0.04	45.59	0.01	0.75	0.03	0.06	1.42	0.06
11.512	-22.72	1.0	0.05	45.88	0.04	1.39	0.08	0.11	1.51	0.14
9.543	-38.48	1.0	0.03	45.69	0.01	0.82	0.03	0.05	1.43	0.06
9.543	-32.57	0.96	0.05	45.61	0.05	0.83	0.1	0.08	0.88	0.07
1.669	-38.48	0.94	0.02	45.48	0.01	0.97	0.03	0.04	2.31	0.06
3.637	-18.78	0.93	0.02	45.64	0.02	1.73	0.05	0.06	1.84	0.08
7.575	-18.78	0.92	0.04	45.67	0.03	1.56	0.06	0.07	1.48	0.08
-2.268	-56.21	0.92	0.05	45.43	0.02	0.9	0.05	0.08	0.9	0.08
7.575	-44.39	0.9	0.05	45.57	0.02	0.78	0.05	0.08	1.64	0.1
1.669	-44.39	0.9	0.04	45.39	0.01	0.68	0.04	0.06	1.31	0.07
1.669	-22.72	0.89	0.02	45.47	0.02	1.81	0.05	0.05	4.62	0.1
9.543	-30.6	0.88	0.07	45.53	0.08	0.79	0.13	0.07	1.16	0.07
9.543	-18.78	0.83	0.05	45.67	0.05	1.35	0.08	0.09	0.9	0.08
1.669	-40.45	0.83	0.03	45.52	0.01	0.81	0.03	0.05	2.32	0.07
3.637	-16.81	0.82	0.03	45.69	0.02	1.56	0.06	0.06	1.46	0.07
7.575	-46.36	0.8	0.05	45.54	0.02	0.75	0.05	0.08	1.79	0.11
17.417	-3.02	0.79	0.05	45.4	0.02	0.64	0.05	0.08	1.43	0.09
-0.3	2.89	0.79	0.03	45.28	0.01	0.7	0.03	0.05	2.06	0.07
1.669	6.83	1.81	0.03	45.14	0.01	0.83	0.01	0.05	2.92	0.08
1.669	4.86	1.53	0.26	45.17	0.05	0.64	0.05	0.04	2.16	0.06
-0.3	4.86	1.07	0.03	45.2	0.01	0.72	0.02	0.04	2.82	0.07
-0.3	6.83	1.29	0.03	45.08	0.01	0.75	0.02	0.05	1.8	0.06
17.417	-4.99	0.77	0.07	45.44	0.03	0.65	0.07	0.11	0.97	0.1
17.417	2.89	0.77	0.05	45.38	0.06	0.73	0.11	0.07	2.19	0.09
11.512	-18.78	0.77	0.05	45.62	0.07	1.19	0.1	0.08	1.13	0.08
7.575	-48.33	0.77	0.06	45.49	0.03	0.75	0.07	0.1	0.73	0.08
17.417	6.83	0.76	0.08	45.67	0.06	0.56	0.14	0.11	1.03	0.1
9.543	-14.84	0.76	0.03	45.72	0.02	1.35	0.05	0.06	1.63	0.07
-2.268	6.83	0.76	0.03	45.1	0.01	0.74	0.03	0.05	1.59	0.06
1.669	-42.42	0.75	0.03	45.47	0.02	0.76	0.04	0.05	1.79	0.07
-0.3	-46.36	0.74	0.04	45.45	0.02	0.61	0.04	0.06	1.53	0.08
9.543	-40.45	0.73	0.04	45.69	0.02	0.89	0.05	0.07	1.58	0.08
17.417	4.86	0.71	0.07	45.55	0.11	0.75	0.18	0.08	1.73	0.1
11.512	-14.84	0.71	0.04	45.6	0.03	1.04	0.06	0.07	0.98	0.07
11.512	-16.81	0.7	0.03	45.67	0.03	1.25	0.06	0.06	0.76	0.05
1.669	-20.75	0.69	0.02	45.52	0.03	2.0	0.07	0.05	3.08	0.09
-2.268	4.86	0.68	0.04	45.19	0.02	0.62	0.04	0.05	1.57	0.07
19.386	2.89	0.66	0.05	45.28	0.03	0.75	0.06	0.08	2.73	0.12
1.669	-4.99	0.63	0.03	45.61	0.04	1.1	0.09	0.06	1.07	0.06
1.669	-8.93	1.12	0.03	45.57	0.01	0.87	0.03	0.05	1.71	0.06
1.669	-6.96	0.86	0.03	45.61	0.02	1.13	0.05	0.06	1.67	0.08
-4.237	-56.21	0.61	0.05	45.51	0.04	1.02	0.1	0.1	0.82	0.09
19.386	10.77	0.6	0.19	45.62	0.12	0.41	0.2	0.15	1.12	0.15
15.449	-12.87	0.6	0.06	45.45	0.05	1.04	0.13	0.12	1.11	0.13
13.48	-14.84	0.6	0.05	45.5	0.04	1.02	0.09	0.09	0.98	0.09
1.669	-60.15	1.33	0.03	45.35	0.02	0.99	0.05	0.06	1.19	0.06
1.669	-62.12	1.27	0.04	45.25	0.04	1.13	0.06	0.05	1.06	0.05
-0.3	-62.12	1.26	0.03	45.19	0.02	0.9	0.05	0.06	0.7	0.05
-0.3	-60.15	1.21	0.03	45.25	0.01	0.81	0.04	0.05	0.96	0.05
1.669	-64.09	1.17	0.04	45.3	0.03	1.22	0.04	0.05	0.94	0.05
3.637	-66.06	1.26	0.05	45.36	0.03	1.17	0.05	0.07	1.14	0.07
-0.3	-58.18	1.14	0.02	45.36	0.01	0.89	0.02	0.04	2.11	0.06
-0.3	-64.09	1.1	0.04	45.16	0.05	0.93	0.09	0.06	0.64	0.05
1.669	-66.06	1.05	0.04	45.37	0.03	1.2	0.04	0.06	1.27	0.06
3.637	-64.09	1.04	0.21	45.23	0.17	1.15	0.17	0.05	1.43	0.06
1.669	-68.03	0.93	0.05	45.3	0.04	1.12	0.06	0.07	1.21	0.07
-0.3	-66.06	0.88	0.05	45.35	0.04	1.2	0.06	0.07	0.87	0.06
-2.268	-66.06	0.8	0.04	45.33	0.03	1.22	0.07	0.09	0.72	0.07
-2.268	-60.15	0.72	0.06	45.45	0.09	0.74	0.14	0.05	1.38	0.06
-0.3	-68.03	0.7	0.05	45.34	0.05	1.15	0.07	0.07	1.33	0.08
-4.237	-66.06	0.6	0.03	45.34	0.04	1.39	0.09	0.08	1.2	0.08
-2.268	-68.03	0.68	0.03	45.41	0.03	1.26	0.07	0.07	1.05	0.07
17.417	-10.9	0.57	0.06	45.38	0.05	1.02	0.13	0.12	0.95	0.11
19.386	4.86	0.56	0.11	45.52	0.19	0.77	0.27	0.07	3.59	0.13
-4.237	-68.03	0.56	0.04	45.44	0.05	1.59	0.12	0.08	0.87	0.08
-4.237	-54.24	0.56	0.04	45.49	0.04	1.24	0.1	0.08	0.94	0.08
1.669	-3.02	0.55	0.04	45.49	0.04	0.88	0.09	0.08	0.68	0.06
19.386	0.92	0.53	0.05	45.27	0.03	0.62	0.07	0.07	2.01	0.1
19.386	8.8	0.53	0.12	45.7	0.1	0.47	0.21	0.16	1.09	0.15
19.386	6.83	0.54	0.1	45.76	0.06	0.45	0.14	0.12	1.56	0.14
1.669	-18.78	0.52	0.02	45.58	0.04	2.13	0.1	0.06	2.22	0.08
-0.3	-22.72	0.51	0.02	45.44	0.04	1.79	0.08	0.05	2.32	0.08
-0.3	0.92	0.5	0.04	45.35	0.03	0.67	0.07	0.07	1.2	0.07
-2.268	-70.0	0.5	0.03	45.44	0.04	1.31	0.1	0.07	1.37	0.08
1.669	-14.84	0.49	0.03	45.62	0.04	1.45	0.1	0.07	1.25	0.07
-0.3	-44.39	0.48	0.03	45.44	0.02	0.67	0.05	0.05	1.75	0.06
-4.237	-62.12	0.48	0.03	45.55	0.06	0.81	0.13	0.05	1.09	0.05
-2.268	2.89	0.47	0.03	45.2	0.02	0.61	0.05	0.05	1.83	0.06
15.449	-16.81	0.46	0.04	45.4	0.05	1.24	0.13	0.09	1.88	0.12
15.449	-18.78	0.52	0.03	45.47	0.04	1.36	0.1	0.08	3.19	0.13
-2.268	-46.36	0.46	0.08	45.34	0.07	0.36	0.12	0.08	1.48	0.09
-2.268	-48.33	0.56	0.18	45.36	0.12	0.43	0.17	0.07	1.28	0.08
19.386	-1.05	0.45	0.05	45.28	0.03	0.61	0.07	0.07	1.9	0.09
9.543	-42.42	0.45	0.03	45.62	0.04	1.15	0.1	0.07	2.2	0.1
15.449	-14.84	0.44	0.06	45.35	0.08	1.19	0.18	0.12	1.02	0.12
19.386	-4.99	0.43	0.08	45.33	0.05	0.62	0.13	0.12	0.88	0.11
19.386	-6.96	0.56	0.07	45.33	0.04	0.58	0.08	0.1	1.1	0.1
19.386	-8.93	0.55	0.06	45.31	0.04	0.67	0.08	0.09	1.32	0.1
17.417	-18.78	0.43	0.05	45.39	0.07	1.23	0.17	0.11	2.01	0.14
19.386	-18.78	0.45	0.07	45.36	0.09	1.08	0.2	0.14	1.03	0.14
1.669	-16.81	0.43	0.02	45.64	0.05	2.01	0.12	0.06	1.28	0.07
-4.237	-70.0	0.42	0.05	45.41	0.09	1.66	0.22	0.12	0.75	0.1
-4.237	6.83	0.42	0.03	45.11	0.03	0.86	0.08	0.06	1.14	0.06
17.417	-12.87	0.41	0.06	45.23	0.09	1.36	0.22	0.13	1.0	0.12
17.417	-16.81	0.4	0.06	45.31	0.09	1.16	0.21	0.13	1.22	0.14
-0.3	-42.42	0.4	0.03	45.51	0.03	0.83	0.06	0.04	2.7	0.07
19.386	-3.02	0.38	0.06	45.32	0.05	0.65	0.12	0.09	0.99	0.09
-0.3	-20.75	0.36	0.02	45.6	0.06	2.38	0.14	0.05	2.14	0.08
9.543	-44.39	0.35	0.04	45.52	0.05	0.96	0.12	0.07	2.65	0.11
-4.237	4.86	0.35	0.04	45.2	0.05	0.78	0.11	0.07	1.05	0.07
11.512	-40.45	0.34	0.04	45.58	0.05	0.93	0.12	0.07	1.6	0.08
11.512	-38.48	0.54	0.04	45.6	0.03	0.79	0.07	0.06	1.19	0.07
-0.3	-1.05	0.3	0.06	45.46	0.05	0.48	0.12	0.08	0.71	0.06
-0.3	-4.99	0.28	0.03	45.37	0.05	1.08	0.13	0.05	1.28	0.05
-0.3	-8.93	0.78	0.03	45.4	0.02	0.9	0.04	0.06	1.51	0.06
-0.3	-6.96	0.54	0.03	45.39	0.03	1.08	0.08	0.06	1.58	0.08
-4.237	2.89	0.24	0.03	45.17	0.06	0.99	0.14	0.05	1.24	0.06
-2.268	0.92	0.22	0.03	45.23	0.06	0.79	0.14	0.05	1.05	0.05
-4.237	-52.27	0.6	0.04	45.66	0.05	0.84	0.11	0.06	0.7	0.05
-2.268	-62.12	0.58	0.07	45.62	0.1	0.69	0.15	0.06	0.86	0.05
-2.268	-64.09	0.56	0.1	45.67	0.15	0.78	0.22	0.07	0.68	0.06
-2.268	-8.93	0.52	0.03	45.31	0.03	0.86	0.06	0.05	1.88	0.07
-2.268	-10.9	0.44	0.02	45.31	0.02	0.77	0.04	0.04	1.8	0.05
-2.268	-6.96	0.41	0.03	45.26	0.03	0.89	0.08	0.06	1.85	0.07
-16.048	-8.93	0.41	0.06	45.09	0.03	0.41	0.07	0.07	1.49	0.09
-16.048	-6.96	0.41	0.07	45.07	0.04	0.43	0.09	0.09	1.08	0.09
-18.017	-6.96	0.39	0.07	45.09	0.04	0.47	0.1	0.09	1.3	0.1
-18.017	-8.93	0.38	0.07	45.11	0.03	0.4	0.08	0.08	2.06	0.11
-14.08	-6.96	0.37	0.06	45.07	0.04	0.47	0.09	0.07	0.95	0.07
-14.08	-8.93	0.36	0.06	45.07	0.04	0.45	0.1	0.08	0.82	0.07
-18.017	-4.99	0.35	0.06	45.02	0.04	0.49	0.1	0.09	1.32	0.09
-16.048	-4.99	0.33	0.06	45.0	0.05	0.44	0.11	0.08	1.26	0.08
-12.111	-6.96	0.31	0.05	45.06	0.05	0.54	0.12	0.06	1.18	0.06
-12.111	-4.99	0.3	0.04	45.04	0.06	0.66	0.14	0.06	0.75	0.05
-8.174	-3.02	0.37	0.03	45.12	0.05	1.04	0.13	0.06	0.95	0.06
-8.174	-4.99	0.36	0.03	45.08	0.06	0.91	0.13	0.04	1.6	0.05
-8.174	-1.05	0.34	0.04	45.13	0.06	1.0	0.16	0.07	0.64	0.05
-6.206	-4.99	0.33	0.03	45.12	0.04	1.02	0.09	0.05	1.69	0.06
-6.206	-3.02	0.33	0.03	45.17	0.04	1.12	0.11	0.05	1.36	0.05
-10.143	-4.99	0.33	0.03	45.07	0.07	0.86	0.17	0.05	0.92	0.05
-10.143	-3.02	0.32	0.04	45.08	0.08	0.94	0.2	0.07	0.84	0.06
-10.143	-1.05	0.32	0.04	45.06	0.09	0.83	0.2	0.07	0.79	0.06
-4.237	-6.96	0.31	0.03	45.21	0.04	0.93	0.09	0.05	2.52	0.07
-19.986	-6.96	0.3	0.05	45.13	0.05	0.55	0.12	0.08	1.7	0.1
-19.986	-4.99	0.3	0.07	45.02	0.06	0.56	0.14	0.09	0.92	0.09
-6.206	-1.05	0.29	0.03	45.22	0.07	1.17	0.18	0.06	0.66	0.05
-6.206	-6.96	0.28	0.02	45.16	0.04	0.93	0.09	0.04	3.24	0.07
-14.08	-4.99	0.28	0.06	45.02	0.06	0.52	0.15	0.08	0.88	0.07
-4.237	-4.99	0.26	0.03	45.13	0.05	0.98	0.11	0.05	2.06	0.06
-10.143	-6.96	0.26	0.04	45.09	0.14	0.8	0.27	0.06	1.39	0.06
-2.268	-4.99	0.22	0.02	45.19	0.05	0.94	0.12	0.04	2.09	0.06
-4.237	-8.93	0.31	0.03	45.29	0.04	0.89	0.1	0.05	1.88	0.07
7.575	4.86	1.67	0.03	45.66	0.03	1.39	0.06	0.06	2.44	0.09
7.575	0.92	1.79	0.03	45.78	0.01	1.5	0.03	0.07	4.43	0.15
7.575	6.83	1.58	0.03	45.75	0.02	1.6	0.05	0.07	1.94	0.09
3.637	-26.66	1.56	0.04	45.62	0.02	1.13	0.04	0.08	2.15	0.11
9.543	4.86	1.53	0.04	45.6	0.03	1.28	0.06	0.08	1.92	0.11
5.606	-70.0	1.49	0.05	45.31	0.02	1.15	0.05	0.1	1.32	0.12
9.543	-1.05	1.49	0.03	45.6	0.01	1.25	0.03	0.06	3.98	0.12
9.543	6.83	1.41	0.05	45.63	0.03	1.4	0.08	0.1	2.02	0.13
7.575	-68.03	1.29	0.26	45.55	0.05	0.57	0.06	0.07	1.6	0.08
7.575	-70.0	1.52	0.22	45.57	0.04	0.53	0.06	0.1	1.07	0.09
7.575	8.8	1.27	0.03	45.74	0.03	1.86	0.08	0.08	2.53	0.12
9.543	8.8	1.07	0.03	45.65	0.03	1.97	0.07	0.09	2.64	0.14
13.48	-6.96	1.02	0.13	45.31	0.08	0.67	0.1	0.05	2.55	0.07
5.606	-16.81	1.0	0.05	45.36	0.03	0.68	0.06	0.06	2.25	0.08
11.512	-4.99	0.99	0.09	45.57	0.09	0.79	0.12	0.06	1.91	0.08
5.606	-12.87	0.98	0.08	46.03	0.07	0.83	0.1	0.05	2.15	0.07
7.575	-16.81	0.96	0.04	45.36	0.02	0.69	0.05	0.05	2.58	0.08
11.512	-6.96	0.94	0.19	45.26	0.1	0.65	0.11	0.05	1.88	0.07
9.543	-4.99	0.91	0.12	45.75	0.12	0.8	0.16	0.07	1.34	0.07
5.606	-14.84	0.86	0.05	45.37	0.03	0.58	0.05	0.05	2.32	0.08
7.575	-14.84	0.86	0.04	45.36	0.02	0.56	0.05	0.05	2.52	0.08
11.512	-3.02	0.82	0.23	45.64	0.21	0.85	0.24	0.06	1.51	0.07
13.48	10.77	0.81	0.05	45.13	0.06	1.34	0.1	0.09	1.18	0.09
13.48	8.8	0.86	0.05	45.34	0.04	1.42	0.09	0.1	1.33	0.12
-0.3	-24.69	0.78	0.03	45.44	0.03	0.8	0.06	0.05	2.62	0.08
1.669	-12.87	0.75	0.03	45.6	0.02	0.92	0.05	0.06	1.39	0.07
7.575	-12.87	0.75	0.08	45.38	0.03	0.51	0.06	0.06	1.75	0.08
9.543	-16.81	0.75	0.04	45.39	0.04	0.79	0.09	0.06	1.26	0.06
-0.3	-34.54	0.67	0.1	45.68	0.06	0.83	0.09	0.05	1.15	0.06
9.543	-70.0	1.85	0.04	45.27	0.01	0.99	0.03	0.08	2.19	0.11
9.543	-68.03	1.82	0.03	45.24	0.01	0.97	0.02	0.05	3.5	0.1
