x	y	intensity	err intensity	velocity	err velocity	FWHM	err FWHM	rms	redchisq	resid
11.512	-68.03	1.62	0.05	45.19	0.01	0.96	0.03	0.09	1.27	0.1
11.512	-70.0	1.6	0.07	45.2	0.02	1.0	0.05	0.13	1.1	0.13
9.543	-66.06	1.58	0.04	45.24	0.01	0.96	0.03	0.07	1.72	0.08
7.575	-66.06	1.46	0.04	45.31	0.01	1.07	0.03	0.07	1.63	0.09
11.512	-66.06	1.44	0.04	45.18	0.01	0.94	0.03	0.07	1.08	0.07
9.543	-64.09	1.29	0.04	45.23	0.01	0.94	0.03	0.07	1.61	0.08
7.575	-64.09	1.29	0.03	45.36	0.01	1.11	0.03	0.06	2.39	0.09
13.48	-68.03	1.23	0.07	45.15	0.03	1.0	0.07	0.13	0.81	0.12
11.512	-64.09	1.2	0.04	45.13	0.01	0.87	0.04	0.08	1.2	0.08
7.575	-62.12	1.19	0.03	45.37	0.01	1.14	0.04	0.07	2.07	0.09
13.48	-66.06	1.18	0.05	45.12	0.02	0.96	0.05	0.1	0.79	0.08
13.48	-70.0	1.16	0.08	45.17	0.04	1.13	0.09	0.17	0.92	0.16
11.512	-62.12	1.15	0.04	45.07	0.01	0.74	0.03	0.07	1.44	0.07
11.512	-60.15	1.14	0.05	45.07	0.01	0.75	0.03	0.07	1.61	0.08
9.543	-62.12	1.14	0.04	45.2	0.01	0.9	0.04	0.07	1.67	0.08
13.48	-60.15	1.13	0.04	45.02	0.01	0.7	0.03	0.07	1.76	0.08
7.575	-60.15	1.11	0.03	45.34	0.01	1.1	0.04	0.06	2.35	0.09
13.48	-62.12	1.09	0.04	45.01	0.01	0.71	0.03	0.06	1.59	0.07
9.543	-60.15	1.09	0.04	45.18	0.01	0.89	0.04	0.07	1.72	0.08
13.48	-64.09	1.07	0.04	45.05	0.01	0.85	0.04	0.07	1.33	0.07
9.543	-58.18	1.07	0.04	45.18	0.02	0.89	0.04	0.07	1.73	0.09
7.575	-54.24	1.2	0.04	45.28	0.02	1.11	0.04	0.07	1.93	0.09
5.606	-56.21	1.19	0.03	45.41	0.01	1.2	0.04	0.06	2.0	0.09
9.543	-54.24	1.17	0.04	45.25	0.02	0.94	0.04	0.07	1.57	0.09
9.543	-56.21	1.15	0.04	45.21	0.01	0.91	0.04	0.07	1.77	0.09
7.575	-56.21	1.13	0.04	45.29	0.02	1.13	0.04	0.07	1.98	0.1
7.575	-52.27	1.08	0.05	45.33	0.02	1.0	0.05	0.09	0.92	0.09
11.512	-58.18	1.05	0.05	45.11	0.02	0.86	0.04	0.08	1.46	0.08
7.575	-58.18	1.04	0.03	45.31	0.02	1.1	0.04	0.06	2.35	0.1
15.449	-60.15	1.01	0.05	45.05	0.02	0.79	0.04	0.08	1.22	0.08
19.386	-60.15	1.5	0.08	45.23	0.01	0.57	0.04	0.12	1.31	0.13
19.386	-62.12	1.4	0.08	45.25	0.02	0.66	0.05	0.13	1.21	0.14
19.386	-58.18	1.31	0.07	45.17	0.02	0.62	0.04	0.11	1.24	0.11
17.417	-60.15	1.16	0.06	45.16	0.02	0.74	0.04	0.09	1.4	0.11
17.417	-58.18	1.11	0.05	45.13	0.02	0.75	0.04	0.09	1.35	0.1
19.386	-56.21	1.12	0.04	45.14	0.02	0.92	0.04	0.08	2.68	0.11
17.417	-62.12	1.09	0.05	45.14	0.02	0.95	0.05	0.09	1.45	0.1
17.417	-56.21	1.0	0.04	45.14	0.02	1.01	0.05	0.08	1.85	0.09
13.48	-58.18	1.0	0.04	45.07	0.02	0.88	0.04	0.08	1.72	0.08
15.449	-58.18	0.99	0.04	45.08	0.02	0.85	0.04	0.08	1.65	0.09
11.512	-56.21	0.98	0.04	45.17	0.02	0.95	0.04	0.07	1.51	0.07
15.449	-62.12	0.96	0.04	45.03	0.02	0.89	0.04	0.07	1.09	0.07
15.449	-64.09	0.95	0.04	45.04	0.02	0.99	0.05	0.08	1.11	0.08
17.417	-64.09	0.92	0.06	45.07	0.04	1.09	0.09	0.12	0.78	0.1
9.543	-52.27	0.92	0.06	45.27	0.03	1.0	0.08	0.11	0.73	0.09
15.449	-66.06	0.91	0.05	45.07	0.03	1.08	0.07	0.11	1.04	0.11
11.512	-54.24	0.91	0.04	45.21	0.02	1.04	0.05	0.08	1.21	0.08
19.386	-64.09	0.9	0.09	45.15	0.05	0.94	0.11	0.17	0.82	0.15
15.449	-56.21	0.86	0.04	45.12	0.03	1.12	0.06	0.08	1.38	0.09
13.48	-56.21	0.84	0.04	45.12	0.02	1.08	0.06	0.08	1.4	0.08
17.417	-54.24	0.83	0.05	45.19	0.03	1.24	0.08	0.1	1.6	0.11
19.386	-54.24	0.92	0.04	45.2	0.03	1.3	0.06	0.08	3.08	0.13
15.449	-68.03	0.83	0.06	45.13	0.05	1.22	0.11	0.14	1.21	0.14
19.386	-52.27	0.77	0.05	45.15	0.05	1.33	0.11	0.12	1.71	0.13
15.449	-70.0	0.76	0.07	45.24	0.06	1.47	0.15	0.15	1.58	0.18
17.417	-66.06	0.73	0.07	44.98	0.05	1.15	0.12	0.14	1.08	0.14
13.48	-54.24	0.72	0.04	45.12	0.03	1.22	0.08	0.08	1.34	0.08
15.449	-54.24	0.71	0.04	45.13	0.04	1.29	0.09	0.09	1.29	0.1
11.512	-52.27	0.7	0.06	45.15	0.05	1.2	0.12	0.12	0.77	0.1
17.417	-52.27	0.65	0.05	45.15	0.05	1.21	0.11	0.11	1.52	0.12
17.417	-68.03	0.63	0.06	45.0	0.06	1.26	0.15	0.14	1.96	0.18
19.386	-66.06	0.6	0.08	45.0	0.07	1.12	0.17	0.16	1.17	0.17
13.48	-52.27	0.58	0.05	45.01	0.05	1.32	0.13	0.11	1.13	0.1
9.543	-50.3	0.58	0.08	45.3	0.06	0.97	0.14	0.14	0.49	0.09
19.386	-68.03	0.56	0.07	45.04	0.07	1.12	0.17	0.15	1.94	0.2
17.417	-70.0	0.56	0.06	45.23	0.08	1.51	0.18	0.14	2.61	0.21
15.449	-52.27	0.55	0.04	45.03	0.05	1.35	0.12	0.09	1.6	0.11
19.386	-70.0	0.54	0.06	45.11	0.06	1.07	0.15	0.13	2.39	0.19
11.512	-50.3	0.46	0.07	45.0	0.09	1.2	0.22	0.15	0.58	0.11
9.543	-48.33	0.4	0.08	45.38	0.07	0.76	0.17	0.13	0.61	0.1
5.606	-52.27	1.27	0.05	45.38	0.02	1.04	0.04	0.09	1.06	0.09
5.606	-54.24	1.24	0.04	45.37	0.02	1.21	0.04	0.07	1.27	0.08
7.575	-50.3	0.89	0.06	45.4	0.03	0.82	0.07	0.11	0.5	0.08
9.543	-46.36	0.33	0.05	45.43	0.06	0.75	0.14	0.09	1.57	0.11
3.637	-68.03	1.17	0.05	45.14	0.05	0.91	0.1	0.08	0.99	0.07
3.637	-70.0	1.13	0.07	45.09	0.05	0.77	0.11	0.1	0.77	0.08
19.386	-50.3	0.82	0.09	45.01	0.04	0.78	0.09	0.14	1.39	0.14
19.386	-48.33	0.85	0.14	44.99	0.04	0.46	0.09	0.18	0.99	0.16
1.669	-70.0	0.81	0.07	45.13	0.07	0.77	0.15	0.11	0.84	0.09
17.417	-50.3	0.67	0.08	45.08	0.03	0.57	0.08	0.11	1.55	0.12
9.543	-28.63	0.93	0.05	45.37	0.04	0.65	0.07	0.06	1.84	0.08
11.512	-28.63	0.79	0.05	45.26	0.02	0.49	0.05	0.06	2.02	0.09
11.512	-26.66	0.79	0.04	45.27	0.04	0.78	0.09	0.07	1.9	0.09
11.512	-30.6	0.66	0.05	45.27	0.03	0.46	0.06	0.06	1.79	0.08
11.512	-32.57	0.59	0.09	45.28	0.04	0.46	0.07	0.06	1.44	0.07
13.48	-26.66	0.56	0.03	45.29	0.03	1.05	0.07	0.06	1.73	0.08
13.48	-24.69	0.55	0.05	45.27	0.08	1.18	0.2	0.1	0.73	0.08
13.48	-32.57	0.52	0.05	45.26	0.02	0.45	0.05	0.06	1.49	0.07
13.48	-34.54	0.51	0.05	45.3	0.02	0.41	0.05	0.06	1.24	0.06
13.48	-30.6	0.51	0.05	45.26	0.03	0.55	0.06	0.07	2.12	0.09
13.48	-28.63	0.49	0.04	45.29	0.04	0.87	0.08	0.07	1.95	0.09
15.449	-26.66	0.46	0.04	45.27	0.04	0.85	0.09	0.07	1.72	0.08
15.449	-24.69	0.45	0.05	45.29	0.06	1.05	0.15	0.11	0.78	0.08
13.48	-22.72	0.48	0.07	45.18	0.14	1.09	0.32	0.13	0.78	0.11
15.449	-30.6	0.42	0.06	45.21	0.03	0.45	0.08	0.08	1.93	0.1
15.449	-28.63	0.42	0.05	45.23	0.03	0.65	0.08	0.07	2.34	0.09
15.449	-32.57	0.4	0.08	45.21	0.04	0.38	0.08	0.09	1.18	0.08
17.417	-30.6	0.36	0.06	45.19	0.03	0.42	0.08	0.07	2.37	0.1
19.386	-32.57	0.37	0.1	45.19	0.04	0.3	0.09	0.1	1.44	0.12
17.417	-28.63	0.36	0.05	45.2	0.04	0.54	0.08	0.07	2.78	0.1
19.386	-30.6	0.34	0.06	45.21	0.03	0.38	0.07	0.07	2.49	0.1
15.449	-34.54	0.34	0.08	45.24	0.04	0.33	0.09	0.09	1.21	0.08
17.417	-26.66	0.32	0.05	45.26	0.06	0.8	0.15	0.09	1.39	0.09
13.48	-20.75	0.51	0.06	45.25	0.12	1.04	0.27	0.11	1.27	0.12
13.48	-18.78	0.6	0.04	45.29	0.06	0.86	0.14	0.07	1.91	0.09
13.48	-16.81	0.48	0.12	45.22	0.15	0.73	0.21	0.06	1.31	0.07
13.48	-36.51	0.46	0.06	45.35	0.03	0.42	0.06	0.07	1.17	0.07
11.512	-36.51	0.61	0.16	45.41	0.08	0.49	0.1	0.05	1.7	0.07
11.512	-34.54	0.61	0.03	45.47	0.02	0.75	0.05	0.05	1.7	0.07
-8.174	-20.75	0.47	0.05	45.16	0.05	1.1	0.13	0.09	0.89	0.09
-6.206	-20.75	0.44	0.05	45.25	0.05	1.04	0.12	0.09	0.97	0.08
-8.174	-18.78	0.44	0.04	45.19	0.04	1.1	0.1	0.07	1.15	0.07
-6.206	-18.78	0.4	0.04	45.25	0.04	0.98	0.1	0.07	1.25	0.07
-6.206	-22.72	0.39	0.04	45.26	0.05	1.06	0.12	0.08	1.26	0.08
-8.174	-22.72	0.39	0.04	45.11	0.06	1.12	0.14	0.08	1.11	0.08
-10.143	-20.75	0.41	0.04	45.06	0.07	1.31	0.16	0.09	0.94	0.09
-10.143	-18.78	0.38	0.03	45.15	0.05	1.4	0.12	0.06	1.23	0.07
-4.237	-22.72	0.37	0.03	45.37	0.04	1.04	0.1	0.06	1.89	0.08
-2.268	-24.69	0.41	0.03	45.36	0.04	1.11	0.08	0.05	1.65	0.07
-2.268	-22.72	0.39	0.02	45.41	0.03	1.23	0.08	0.05	2.49	0.07
-2.268	-26.66	0.37	0.03	45.32	0.04	1.11	0.1	0.06	1.06	0.06
-4.237	-20.75	0.36	0.03	45.36	0.05	1.09	0.11	0.06	1.78	0.08
-10.143	-22.72	0.36	0.04	44.96	0.07	1.23	0.16	0.09	1.1	0.09
-4.237	-24.69	0.34	0.04	45.33	0.05	0.94	0.12	0.07	1.28	0.07
-4.237	-26.66	0.33	0.04	45.29	0.05	0.86	0.12	0.07	0.83	0.06
-8.174	-16.81	0.33	0.02	45.23	0.04	1.26	0.1	0.05	1.59	0.06
-6.206	-24.69	0.31	0.04	45.23	0.06	1.03	0.14	0.07	1.19	0.07
-6.206	-16.81	0.31	0.03	45.25	0.04	0.83	0.1	0.05	1.38	0.06
-4.237	-18.78	0.28	0.03	45.33	0.05	1.1	0.13	0.06	2.08	0.08
-10.143	-24.69	0.28	0.04	44.99	0.09	1.22	0.21	0.09	1.41	0.09
-0.3	-30.6	0.64	0.04	45.5	0.02	0.66	0.06	0.06	1.13	0.06
17.417	-48.33	0.64	0.12	45.03	0.03	0.31	0.07	0.13	1.3	0.13
19.386	-46.36	0.63	0.17	44.98	0.05	0.41	0.12	0.2	0.79	0.17
19.386	-20.75	0.58	0.08	45.15	0.04	0.47	0.1	0.11	0.83	0.09
-12.111	-60.15	0.57	0.16	45.32	0.16	0.74	0.2	0.07	1.18	0.07
1.669	12.74	0.57	0.15	45.61	0.32	1.07	0.46	0.06	0.64	0.04
17.417	-20.75	0.55	0.08	45.11	0.04	0.5	0.1	0.11	1.13	0.1
-0.3	-70.0	0.53	0.06	45.1	0.08	0.71	0.17	0.1	1.03	0.09
15.449	-20.75	0.52	0.07	45.1	0.05	0.74	0.14	0.11	1.15	0.11
-4.237	-48.33	0.49	0.04	45.45	0.04	0.98	0.1	0.08	0.99	0.08
-2.268	-34.54	0.49	0.05	45.79	0.02	0.47	0.06	0.06	1.18	0.06
13.48	-50.3	0.46	0.06	44.81	0.08	1.19	0.19	0.13	0.89	0.12
-19.986	-28.63	0.45	0.05	45.01	0.05	0.82	0.12	0.09	0.96	0.08
-6.206	-62.12	0.45	0.04	45.76	0.03	0.78	0.08	0.06	0.94	0.05
19.386	-14.84	0.45	0.08	45.14	0.09	1.07	0.2	0.15	0.78	0.13
19.386	-12.87	0.45	0.05	45.01	0.07	1.25	0.17	0.11	1.12	0.11
-16.048	-20.75	0.44	0.05	45.14	0.07	1.23	0.19	0.1	0.66	0.08
-2.268	-32.57	0.44	0.04	45.69	0.03	0.62	0.07	0.05	1.52	0.06
19.386	-10.9	0.43	0.05	45.07	0.07	1.25	0.17	0.1	1.05	0.1
15.449	-22.72	0.42	0.06	45.4	0.1	1.37	0.23	0.13	0.69	0.11
-16.048	-26.66	0.39	0.06	45.23	0.09	0.98	0.24	0.1	0.87	0.09
-18.017	-22.72	0.49	0.07	45.51	0.06	0.75	0.14	0.12	0.73	0.09
-8.174	-54.24	0.39	0.03	45.08	0.05	1.05	0.12	0.06	1.13	0.06
19.386	-38.48	0.39	0.07	45.12	0.05	0.64	0.13	0.1	1.5	0.12
19.386	-36.51	0.44	0.11	45.16	0.05	0.43	0.13	0.14	1.25	0.15
-16.048	-24.69	0.38	0.05	45.51	0.1	1.66	0.23	0.11	0.87	0.1
-19.986	-32.57	0.51	0.03	45.12	0.06	2.17	0.13	0.08	3.48	0.14
-19.986	-30.6	0.46	0.04	45.26	0.08	2.0	0.18	0.09	1.77	0.12
-18.017	-30.6	0.43	0.03	45.34	0.06	1.98	0.15	0.07	1.58	0.09
-16.048	-22.72	0.41	0.04	45.42	0.1	1.83	0.23	0.11	0.81	0.1
-18.017	-32.57	0.4	0.03	45.15	0.09	2.3	0.21	0.09	0.97	0.09
-16.048	-28.63	0.4	0.04	45.48	0.07	1.57	0.16	0.08	1.12	0.09
-18.017	-28.63	0.39	0.04	45.44	0.08	1.65	0.19	0.09	1.31	0.11
-4.237	-46.36	0.38	0.05	45.34	0.05	0.86	0.12	0.08	1.33	0.09
-19.986	-56.21	0.37	0.07	45.6	0.07	0.77	0.17	0.11	1.4	0.13
-18.017	-24.69	0.37	0.05	45.53	0.11	1.13	0.28	0.11	0.83	0.09
-16.048	-30.6	0.37	0.03	45.38	0.08	1.88	0.17	0.08	0.77	0.07
19.386	-22.72	0.37	0.05	45.45	0.08	1.15	0.2	0.11	0.84	0.09
-14.08	-28.63	0.36	0.04	45.52	0.07	1.43	0.17	0.09	1.1	0.09
-14.08	-22.72	0.36	0.04	45.31	0.1	2.14	0.25	0.1	0.99	0.09
-14.08	-20.75	0.36	0.03	45.17	0.1	2.52	0.23	0.08	1.11	0.09
-16.048	-18.78	0.35	0.05	45.04	0.08	1.14	0.2	0.09	0.67	0.07
-14.08	-34.54	0.33	0.06	45.71	0.03	0.33	0.07	0.06	1.77	0.08
-19.986	-24.69	0.37	0.07	45.64	0.07	0.6	0.18	0.1	1.43	0.11
-18.017	-42.42	0.33	0.07	45.68	0.05	0.46	0.12	0.09	1.59	0.11
-16.048	-34.54	0.33	0.08	45.75	0.05	0.38	0.11	0.09	0.44	0.06
-12.111	-20.75	0.33	0.03	45.06	0.09	2.23	0.22	0.08	1.09	0.08
-2.268	-30.6	0.32	0.04	45.58	0.07	0.73	0.15	0.07	1.27	0.07
13.48	-38.48	0.32	0.06	45.41	0.05	0.53	0.12	0.09	0.7	0.07
-16.048	-32.57	0.31	0.03	45.13	0.12	2.25	0.28	0.1	0.52	0.07
-14.08	-30.6	0.31	0.03	45.36	0.09	1.73	0.22	0.08	0.81	0.07
-12.111	-22.72	0.31	0.03	45.11	0.1	1.85	0.23	0.09	1.21	0.09
-14.08	-12.87	0.32	0.03	45.4	0.07	1.72	0.16	0.06	1.0	0.06
-12.111	-14.84	0.31	0.02	45.41	0.06	1.93	0.15	0.05	1.17	0.06
-4.237	-32.57	0.31	0.03	45.63	0.04	0.78	0.09	0.05	2.72	0.07
-14.08	-14.84	0.3	0.02	45.35	0.06	1.92	0.14	0.05	1.26	0.05
-10.143	-16.81	0.3	0.02	45.28	0.05	1.75	0.13	0.05	1.32	0.05
-12.111	-12.87	0.3	0.03	45.43	0.08	1.88	0.19	0.07	0.82	0.06
-6.206	-34.54	0.3	0.03	45.56	0.06	0.9	0.14	0.06	1.18	0.06
-4.237	-44.39	0.3	0.04	45.28	0.05	0.78	0.11	0.06	1.71	0.08
-2.268	-28.63	0.3	0.03	45.19	0.07	1.42	0.17	0.07	1.11	0.07
-14.08	-18.78	0.29	0.02	45.2	0.1	2.93	0.23	0.06	1.54	0.08
-12.111	-28.63	0.29	0.04	45.44	0.09	1.31	0.21	0.09	0.98	0.09
-12.111	-18.78	0.29	0.02	45.14	0.08	2.62	0.19	0.05	1.63	0.07
-16.048	-12.87	0.28	0.03	45.47	0.06	1.41	0.14	0.06	1.74	0.07
-14.08	-10.9	0.28	0.03	45.58	0.1	1.79	0.24	0.09	0.91	0.08
-10.143	-14.84	0.28	0.02	45.47	0.07	2.0	0.17	0.06	1.14	0.06
-8.174	-42.42	0.28	0.03	45.34	0.06	1.08	0.15	0.06	1.39	0.08
-16.048	-14.84	0.27	0.02	45.31	0.08	1.77	0.18	0.06	1.02	0.06
-12.111	-3.02	0.27	0.03	45.64	0.09	1.73	0.22	0.08	1.07	0.08
-10.143	12.74	0.3	0.04	44.93	0.12	1.96	0.32	0.1	0.71	0.08
-14.08	12.74	0.32	0.03	45.78	0.09	2.41	0.22	0.07	0.77	0.06
-19.986	18.65	0.31	0.03	45.69	0.1	2.02	0.23	0.09	1.28	0.09
-18.017	10.77	0.32	0.05	45.33	0.09	1.36	0.22	0.1	0.71	0.08
-10.143	16.68	0.39	0.03	45.37	0.1	1.91	0.25	0.07	1.33	0.08
-10.143	14.71	0.34	0.02	45.27	0.1	2.12	0.25	0.06	1.48	0.07
-10.143	18.65	0.34	0.04	45.49	0.17	1.73	0.31	0.07	1.31	0.07
-12.111	0.92	0.3	0.03	45.59	0.09	1.74	0.22	0.08	1.14	0.08
-12.111	2.89	0.3	0.03	45.69	0.1	2.04	0.23	0.08	1.24	0.09
-14.08	4.86	0.28	0.03	45.92	0.13	2.51	0.31	0.09	1.12	0.09
-10.143	2.89	0.28	0.03	45.53	0.1	2.09	0.24	0.08	1.25	0.08
-0.3	-14.84	0.27	0.04	45.43	0.06	0.96	0.15	0.06	0.87	0.06
-16.048	-10.9	0.26	0.03	45.59	0.07	1.33	0.17	0.06	2.33	0.09
-14.08	-54.24	0.26	0.05	45.71	0.05	0.55	0.12	0.07	1.5	0.08
-10.143	30.47	0.26	0.01	45.45	0.1	2.13	0.23	0.04	4.51	0.08
-4.237	-30.6	0.25	0.03	45.22	0.09	1.2	0.23	0.06	1.77	0.07
-4.237	-28.63	0.25	0.03	45.13	0.08	1.33	0.19	0.07	1.28	0.08
-14.08	-32.57	0.24	0.03	45.08	0.12	1.92	0.28	0.08	0.98	0.08
-10.143	-12.87	0.24	0.03	45.56	0.12	2.1	0.27	0.07	0.99	0.07
-18.017	-12.87	0.21	0.03	45.46	0.08	1.06	0.19	0.07	1.84	0.09
11.512	-42.42	0.19	0.03	45.38	0.08	1.12	0.19	0.05	3.27	0.1
