   19.386000    67.900000     0.470000     0.130000    45.780000     0.040000     0.290000     0.090000     0.130000     1.110000     0.130000  
   19.386000    69.870000     0.760000     0.150000    45.730000     0.030000     0.300000     0.070000     0.140000     0.660000     0.110000  
   19.386000    71.840000     0.700000     0.130000    45.710000     0.030000     0.350000     0.080000     0.150000     1.570000     0.170000  
   17.417000    14.710000     1.250000     0.090000    45.690000     0.020000     0.400000     0.040000     0.070000     1.700000     0.090000  
   17.417000    16.680000     0.900000     0.110000    45.750000     0.030000     0.500000     0.060000     0.070000     1.280000     0.070000  
   17.417000    18.650000     0.620000     0.080000    45.840000     0.040000     0.450000     0.080000     0.080000     0.980000     0.080000  
   17.417000    20.620000     0.440000     0.100000    45.830000     0.050000     0.360000     0.110000     0.110000     0.910000     0.100000  
   17.417000    28.500000     0.340000     0.070000    45.940000     0.040000     0.320000     0.100000     0.080000     0.700000     0.060000  
   17.417000    40.320000     0.590000     0.050000    45.730000     0.060000     1.450000     0.150000     0.120000     1.100000     0.120000  
   17.417000    42.290000     0.460000     0.060000    45.650000     0.080000     1.280000     0.180000     0.120000     1.150000     0.120000  
   17.417000    44.260000     0.400000     0.060000    45.550000     0.090000     1.290000     0.220000     0.120000     0.870000     0.110000  
   17.417000    67.900000     0.570000     0.080000    45.850000     0.040000     0.600000     0.110000     0.120000     1.140000     0.120000  
   17.417000    69.870000     0.890000     0.140000    45.730000     0.030000     0.400000     0.080000     0.150000     0.610000     0.110000  
   17.417000    71.840000     0.880000     0.120000    45.730000     0.030000     0.420000     0.070000     0.150000     1.520000     0.170000  
   17.417000    73.810000     0.590000     0.140000    45.730000     0.040000     0.340000     0.090000     0.150000     1.410000     0.180000  
   15.449000    16.680000     1.290000     0.100000    45.800000     0.030000     0.560000     0.050000     0.080000     1.300000     0.080000  
   15.449000    20.620000     0.740000     0.070000    45.820000     0.030000     0.440000     0.060000     0.080000     0.950000     0.070000  
   15.449000    22.590000     0.610000     0.090000    45.740000     0.030000     0.400000     0.070000     0.080000     1.070000     0.080000  
   15.449000    24.560000     0.470000     0.140000    45.670000     0.030000     0.410000     0.090000     0.060000     1.820000     0.070000  
   15.449000    32.440000     0.800000     0.070000    45.500000     0.050000     1.270000     0.120000     0.140000     0.900000     0.130000  
   15.449000    34.410000     0.940000     0.090000    45.590000     0.050000     1.210000     0.130000     0.180000     0.930000     0.170000  
   15.449000    36.380000     0.910000     0.070000    45.660000     0.050000     1.290000     0.120000     0.160000     1.080000     0.160000  
   15.449000    38.350000     0.850000     0.060000    45.760000     0.050000     1.370000     0.120000     0.140000     1.020000     0.140000  
   15.449000    40.320000     0.810000     0.050000    45.820000     0.040000     1.220000     0.090000     0.110000     1.240000     0.120000  
   15.449000    42.290000     0.770000     0.060000    45.790000     0.040000     1.020000     0.090000     0.110000     1.150000     0.120000  
   15.449000    44.260000     0.750000     0.070000    45.690000     0.050000     1.000000     0.110000     0.130000     0.710000     0.110000  
   15.449000    46.230000     0.700000     0.060000    45.610000     0.050000     1.130000     0.120000     0.130000     0.640000     0.100000  
   15.449000    48.200000     0.660000     0.060000    45.540000     0.060000     1.250000     0.140000     0.140000     0.690000     0.110000  
   15.449000    50.170000     0.770000     0.090000    45.650000     0.060000     0.600000     0.130000     0.120000     0.740000     0.100000  
   15.449000    52.140000     0.600000     0.080000    45.710000     0.050000     0.490000     0.110000     0.100000     1.240000     0.110000  
   15.449000    54.110000     0.370000     0.090000    45.770000     0.070000     0.530000     0.180000     0.120000     1.470000     0.140000  
   15.449000    60.020000     0.520000     0.110000    45.990000     0.050000     0.440000     0.110000     0.140000     0.880000     0.130000  
   15.449000    61.990000     0.340000     0.090000    45.950000     0.050000     0.430000     0.120000     0.110000     1.000000     0.090000  
   15.449000    65.930000     0.490000     0.110000    45.990000     0.050000     0.440000     0.110000     0.130000     0.970000     0.120000  
   15.449000    67.900000     0.650000     0.070000    45.880000     0.040000     0.700000     0.090000     0.110000     1.210000     0.110000  
   15.449000    69.870000     0.810000     0.100000    45.790000     0.040000     0.740000     0.100000     0.160000     0.860000     0.140000  
   15.449000    71.840000     0.910000     0.110000    45.730000     0.030000     0.490000     0.070000     0.150000     1.040000     0.140000  
   15.449000    73.810000     0.710000     0.100000    45.780000     0.030000     0.430000     0.070000     0.130000     1.540000     0.160000  
   13.480000    14.710000     1.250000     0.090000    45.810000     0.030000     0.580000     0.060000     0.100000     1.130000     0.100000  
   13.480000    16.680000     1.170000     0.250000    45.870000     0.030000     0.570000     0.080000     0.090000     1.250000     0.090000  
